filename,width,height,aspect_ratio,category,suggested_use,path,assunto,descricao_assunto
338326314971321.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/338326314971321.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4335809666450348.jpg,1080,805,1.34,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4335809666450348.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
237163251754295.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/237163251754295.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3676459372385384.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3676459372385384.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
333264862144133.jpg,960,772,1.24,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/333264862144133.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
955538883250058.jpg,1080,1316,0.82,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/955538883250058.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4088461724518478.jpg,720,900,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4088461724518478.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
231987378938549.jpg,1080,847,1.28,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/231987378938549.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3837271806304139.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3837271806304139.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
217429377061016.jpg,960,610,1.57,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/217429377061016.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4119698751394775.jpg,774,1032,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4119698751394775.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
292402519563701.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/292402519563701.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
555512786586005.jpg,1600,720,2.22,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/555512786586005.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
621017930035490.jpg,960,559,1.72,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/621017930035490.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
672917718178844.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/672917718178844.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
613088784161738.jpg,960,506,1.9,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/613088784161738.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3575902485774407.jpg,720,900,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3575902485774407.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
229339815869972.jpg,960,535,1.79,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/229339815869972.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
783523053784976.jpg,1024,768,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/783523053784976.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
275712091232744.jpg,540,960,0.56,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/275712091232744.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
620805160056767.jpg,1035,536,1.93,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/620805160056767.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4202195746478408.jpg,1080,856,1.26,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4202195746478408.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
253424173461536.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/253424173461536.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
274176664719620.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/274176664719620.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4216792578352058.jpg,960,665,1.44,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4216792578352058.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
229578652512755.jpg,960,540,1.78,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/229578652512755.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
3730834713614516.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3730834713614516.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
228908502579770.jpg,1080,763,1.42,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/228908502579770.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
229339762536644.jpg,960,715,1.34,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/229339762536644.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3745357545495566.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3745357545495566.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4353691967995451.jpg,720,720,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4353691967995451.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3723342804363707.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/3723342804363707.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3741577812540206.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3741577812540206.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4183754084989241.jpg,590,1280,0.46,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4183754084989241.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
216128517191102.jpg,852,960,0.89,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/216128517191102.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
614719633998653.jpg,1080,566,1.91,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/614719633998653.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
286365956834024.jpg,1080,822,1.31,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/286365956834024.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
357037029766916.jpg,651,651,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/357037029766916.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
332623665541586.jpg,1080,762,1.42,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/332623665541586.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
327794686024484.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/327794686024484.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
216128790524408.jpg,866,960,0.9,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/216128790524408.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
214408687363085.jpg,1037,699,1.48,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/214408687363085.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
627780682692548.jpg,804,768,1.05,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/627780682692548.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
256062953197658.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/256062953197658.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4010036832360968.jpg,958,958,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4010036832360968.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
268245738646046.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/268245738646046.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
216127803857840.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/216127803857840.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
274176841386269.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/274176841386269.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4158659814165335.jpg,1080,651,1.66,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4158659814165335.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3814267278604592.jpg,807,807,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3814267278604592.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
216127967191157.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/216127967191157.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
555512669919350.jpg,1600,720,2.22,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/555512669919350.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4324368964261085.jpg,960,612,1.57,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4324368964261085.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
290817323055554.jpg,960,821,1.17,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/290817323055554.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
783523190451629.jpg,1600,1200,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/783523190451629.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4145601665471150.jpg,640,612,1.05,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4145601665471150.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
261754802628473.jpg,594,594,1.0,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/261754802628473.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
3863822386982414.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3863822386982414.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
262524079218212.jpg,960,925,1.04,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/262524079218212.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
565923718878245.jpg,2048,1536,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/565923718878245.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3613166175381371.jpg,960,647,1.48,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3613166175381371.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
565923842211566.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/565923842211566.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4141984765832840.jpg,720,735,0.98,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4141984765832840.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3755843671113620.jpg,1040,780,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/3755843671113620.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4202251573139492.jpg,1080,851,1.27,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4202251573139492.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3952139898150662.jpg,590,1280,0.46,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3952139898150662.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
780236877446927.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/780236877446927.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
3855932261104760.jpg,960,496,1.94,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3855932261104760.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4183752604989389.jpg,590,590,1.0,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4183752604989389.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
274176774719609.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/274176774719609.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3730828616948459.jpg,960,718,1.34,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3730828616948459.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3741580889206565.jpg,750,938,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3741580889206565.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
443933034410648.jpg,720,529,1.36,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/443933034410648.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
304662425004377.jpg,959,1600,0.6,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/304662425004377.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4393363327361648.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4393363327361648.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
226808192789801.jpg,899,899,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/226808192789801.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
588400689963881.jpg,960,647,1.48,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/588400689963881.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
402401391897146.jpg,720,646,1.11,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/402401391897146.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
357036846433601.jpg,900,900,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/357036846433601.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
627780709359212.jpg,1024,768,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/627780709359212.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3863822240315762.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3863822240315762.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
742167474587201.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/742167474587201.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
357036989766920.jpg,900,900,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/357036989766920.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
3898971823467470.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3898971823467470.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
3948128301885155.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3948128301885155.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
333264715477481.jpg,687,960,0.72,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/333264715477481.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4039973972700587.jpg,958,1280,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4039973972700587.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3676459479052040.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3676459479052040.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4229898960374753.jpg,828,1035,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4229898960374753.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4064315503599767.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4064315503599767.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
339437628193523.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/339437628193523.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4196896360341680.jpg,690,960,0.72,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4196896360341680.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
206209441516343.jpg,647,647,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/206209441516343.jpg,Cartaz / Informativo de Evento,"Banners, cartazes de divulgação e avisos da associação."
3579648078733181.jpg,720,720,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3579648078733181.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
275711954566091.jpg,960,754,1.27,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/275711954566091.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4270984506266198.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4270984506266198.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
